real_label,pre_label,0,1,2,3,6,7,8,9,10,11,12,13,14,15,16,17
0,15,0.16098104,0.08043693,0.087439686,0.019032944,0.021860953,0.056296587,0.05383313,0.0056955544,0.0038986965,0.14188823,0.103501126,0.043729354,0.010036614,0.019899625,0.0074688895,0.1840006
0,5,0.2859144,0.1339918,0.10598044,3.8198315e-05,0.02286494,0.3835745,0.0014418804,0.00084296014,0.0001878438,0.038309857,0.006962803,0.0024730333,3.7939483e-06,0.012068173,0.0032137556,0.0021315892
0,1,0.22221345,0.4075361,0.084054105,0.0005201449,0.018112646,0.17707407,0.00030639392,0.000687507,0.0003292531,0.05822598,0.008174991,0.0016415631,0.00010100706,0.015964193,0.0039335154,0.0011251116
0,0,0.9047512,0.004022017,0.015382538,2.8271745e-07,0.0007456513,0.036573645,0.0006104156,0.0023672525,0.0012514336,0.02313989,0.0018968792,0.0016193581,6.688283e-05,0.0020528247,0.0019000893,0.003619543
0,0,0.4220944,0.0013106262,0.054098047,8.824859e-06,0.00075569825,0.1292925,0.039526496,0.007587923,0.0029243142,0.023923112,0.1609784,0.040303465,8.936155e-07,0.013626033,0.0007702232,0.102799065
0,1,0.18731761,0.6042974,0.0043264437,2.5617112e-06,0.00071162864,0.009142291,0.0023858226,0.007627522,0.01707864,0.1265676,0.003963283,0.01366367,0.000448407,0.007989813,0.0035332493,0.010943992
0,5,0.30781752,0.002300217,0.07290185,2.501235e-05,0.0036002914,0.47397345,0.020332564,0.007081911,0.00096323487,0.040959515,0.012662594,0.0033558712,7.0639644e-06,0.033142384,0.0019248014,0.018951643
0,0,0.6428247,0.0028171854,0.11269182,2.4521396e-08,0.0060375724,0.09453565,0.008743524,0.0013600138,0.00041429396,0.06314949,0.03447972,0.0106496755,9.1915035e-06,0.0047535696,0.0032680107,0.014265538
0,5,0.13714777,0.0018444252,0.023163462,1.6969487e-08,0.00017321484,0.831205,5.7215333e-05,0.000378556,5.87931e-05,0.0009070397,0.0027186263,0.00017075008,1.5550039e-06,0.0018687465,0.00016669638,0.00013818758
